,best time ,mean time for top 25%,standart deviation for top 25%,mean time for all,standart deviation for all
210,835.0,647.34375,125.61613386001616,644.7480314960629,125.97868639281349
211,664.0,620.3125,108.0388927365974,632.9055118110236,113.32438514650117
212,697.0,630.8125,123.37834025366851,637.8425196850394,110.54207345214765
213,648.0,627.9375,115.1927562555476,645.4330708661417,106.38346850373296
214,652.0,617.8125,112.4167573974183,633.9606299212599,112.94562844762947
215,814.0,620.03125,113.57279724228641,643.5984251968504,126.08641330281085
216,707.0,634.03125,123.3431403582603,632.8503937007874,117.60510988015675
217,536.0,641.09375,130.2738364405436,634.511811023622,112.19961585276305
218,728.0,637.6875,126.8752924873476,639.0393700787401,125.49187642402237
219,599.0,608.53125,109.71040982257563,633.6850393700787,112.78163004404641
220,625.0,607.84375,111.03212073961976,628.6535433070866,105.66701359949342
221,710.0,613.09375,119.87450713532674,623.7559055118111,115.57134460354516
222,712.0,653.5,116.54317869356404,645.6771653543307,108.70054812933708
223,749.0,642.1875,111.60797392547721,633.4488188976378,112.71584428873834
224,2.084212016101288,637.28125,120.01672653608537,634.9527559055118,112.25946171425146
