,best time ,mean time for top 25%,standart deviation for top 25%,mean time for all,standart deviation for all
110,3000.0,3000.0,0.0,1797.0859375,942.2073238158606
111,3000.0,3000.0,0.0,1792.890625,938.6418399273012
112,3000.0,3000.0,0.0,1803.5859375,1026.1824165272694
113,3000.0,3000.0,0.0,2111.1796875,981.6229421345562
114,3000.0,3000.0,0.0,1917.3125,962.2264201287294
115,3000.0,3000.0,0.0,1871.8828125,1021.2215542327677
116,3000.0,3000.0,0.0,2212.1015625,952.4851527701409
117,3000.0,3000.0,0.0,1701.8125,999.0347040237141
118,3000.0,3000.0,0.0,1739.3671875,946.6382036506027
119,3000.0,3000.0,0.0,2168.0,954.8705982356981
120,3000.0,3000.0,0.0,2060.515625,966.9483002626663
121,3000.0,3000.0,0.0,2057.2734375,975.8652067752153
122,3000.0,3000.0,0.0,1930.3515625,1013.3704945459526
123,3000.0,3000.0,0.0,2111.21875,938.4148364521085
124,3000.0,3000.0,0.0,2176.5859375,920.4158496922715
125,3000.0,3000.0,0.0,1789.09375,979.0899987161229
126,3000.0,3000.0,0.0,1872.3359375,1028.4758464998076
127,3000.0,3000.0,0.0,1753.234375,979.9129304781927
128,3000.0,3000.0,0.0,1900.546875,1007.5797336577064
129,3000.0,3000.0,0.0,1999.84375,1016.6245499622452
130,3000.0,3000.0,0.0,1873.6171875,1017.985941401987
131,3000.0,3000.0,0.0,1785.40625,1010.4641835369216
132,3000.0,3000.0,0.0,1717.21875,985.7768822220561
133,3000.0,3000.0,0.0,1770.421875,1006.4887186508771
134,3000.0,3000.0,0.0,2099.53125,1035.202606509198
135,3000.0,3000.0,0.0,1777.4609375,1045.417469709647
136,3000.0,3000.0,0.0,1796.484375,1024.6877267030475
137,3000.0,3000.0,0.0,1867.703125,1030.7853222738643
138,3000.0,3000.0,0.0,2192.765625,982.6158049147996
139,3000.0,3000.0,0.0,2065.25,946.2893733552121
140,3000.0,3000.0,0.0,1779.4921875,1015.1206439699495
141,3000.0,3000.0,0.0,2141.484375,1004.0876921394164
142,3000.0,3000.0,0.0,2010.359375,1011.5800738693944
143,3000.0,3000.0,0.0,1683.5234375,1012.0846290334043
144,3000.0,3000.0,0.0,1725.96875,999.0963021142844
145,3000.0,3000.0,0.0,1577.265625,952.7052230062347
146,3000.0,3000.0,0.0,1654.84375,999.4276833948205
147,3000.0,3000.0,0.0,1986.7890625,1013.8034253211374
148,3000.0,3000.0,0.0,1969.421875,979.5242117459294
149,3000.0,3000.0,0.0,2011.0546875,904.9900405925898
150,3000.0,3000.0,0.0,2093.28125,986.5072061436944
151,3000.0,3000.0,0.0,1953.1171875,987.9008333732642
152,3000.0,3000.0,0.0,1880.671875,963.1699138568357
153,3000.0,3000.0,0.0,1594.25,959.1226703998816
154,3000.0,3000.0,0.0,1798.96875,945.6415310641964
155,3000.0,3000.0,0.0,2177.328125,911.5444063971785
156,3000.0,3000.0,0.0,1895.2109375,1029.9540163608622
157,3000.0,3000.0,0.0,1914.109375,992.0002538619178
158,3000.0,3000.0,0.0,1939.140625,974.8690435641134
159,3000.0,3000.0,0.0,2060.0625,969.5493456208147
160,3000.0,3000.0,0.0,2040.9921875,946.9918533184248
161,3000.0,3000.0,0.0,2007.3828125,1001.5114134482392
162,3000.0,3000.0,0.0,1895.5546875,1027.758679486229
163,3000.0,3000.0,0.0,2007.7734375,964.7239826665104
164,3000.0,3000.0,0.0,2141.7109375,953.303894296237
165,3000.0,3000.0,0.0,1993.8359375,958.2714889429801
166,3000.0,3000.0,0.0,1807.125,969.9441027708762
167,3000.0,3000.0,0.0,1742.296875,1004.1476435217255
168,3000.0,3000.0,0.0,1918.765625,944.5000701791183
169,3000.0,3000.0,0.0,2117.2578125,893.7052370441917
170,3000.0,3000.0,0.0,2462.375,778.7001488859496
171,3000.0,3000.0,0.0,2007.5,991.7260285103946
172,3000.0,3000.0,0.0,1960.4921875,999.3999996567765
173,3000.0,3000.0,0.0,1797.375,1026.1403869597962
174,3000.0,3000.0,0.0,1812.3046875,988.1665990499919
175,3000.0,3000.0,0.0,2157.9140625,1000.194840607192
176,3000.0,3000.0,0.0,2023.71875,1059.6915967740035
177,3000.0,3000.0,0.0,1927.4765625,998.992359242894
178,3000.0,3000.0,0.0,2319.59375,905.7757503714357
179,3000.0,3000.0,0.0,2300.1015625,953.9109533245536
180,3000.0,3000.0,0.0,2253.234375,935.2443989104449
181,3000.0,3000.0,0.0,2048.4296875,901.3218217186092
182,3000.0,3000.0,0.0,2120.9921875,867.1368070416945
183,3000.0,3000.0,0.0,1982.640625,981.1568565217334
184,3000.0,3000.0,0.0,2018.3984375,975.670181047396
185,3000.0,3000.0,0.0,1897.515625,953.8657611953893
