,tournament,best_winning_streak,mean_duration,stdev
136,137000.0,1209.0,1258.825,376.6881951627898
137,138000.0,1220.0,1348.258,413.2153572121927
138,139000.0,1229.0,1368.289,411.16817420491094
139,140000.0,1235.0,1394.098,433.93477666119367
140,141000.0,1244.0,1446.044,468.93539647162487
141,142000.0,1253.0,1521.631,488.17195621932234
142,143000.0,1264.0,1657.76,551.1764548672231
143,144000.0,1275.0,1804.326,612.7326935328325
144,145000.0,1283.0,1758.269,606.5872687742465
145,146000.0,1295.0,1880.054,648.2433995684029
146,147000.0,1303.0,1929.825,632.6851810932511
147,148000.0,1315.0,2094.178,670.826316058039
148,149000.0,1327.0,2218.773,675.6409797155587
149,150000.0,1342.0,2432.354,636.2708406677144
150,151000.0,1351.0,2539.416,619.7139944716433
151,152000.0,1366.0,2450.626,647.2837755760606
152,153000.0,1380.0,2373.753,670.9517911079753
153,154000.0,1399.0,2333.528,707.482992881101
154,155000.0,1399.0,2440.085,670.9602162386382
155,156000.0,1414.0,2436.089,695.7578163980625
156,157000.0,1424.0,2498.066,668.4949151968173
157,158000.0,1434.0,2595.271,609.3721109133564
158,159000.0,1435.0,2580.692,631.7812874215253
159,160000.0,1446.0,2545.071,640.8308668900087
160,161000.0,1461.0,2592.603,614.9805455386373
161,162000.0,1471.0,2551.663,623.8931746949953
162,163000.0,1487.0,2578.914,612.9693488291239
163,164000.0,1498.0,2651.738,573.4432852131064
164,165000.0,1503.0,2586.65,622.0430672389172
165,166000.0,1517.0,2156.614,704.5854107232138
166,167000.0,1529.0,2187.208,702.903126139015
167,168000.0,1535.0,2251.207,696.9572699606483
168,169000.0,1549.0,2394.572,672.5655275257571
169,170000.0,1564.0,2347.876,673.2919579380108
170,171000.0,1577.0,2272.424,690.9048763932702
171,172000.0,1585.0,2215.884,689.811763123825
172,173000.0,1587.0,2162.593,679.4623075277981
173,174000.0,1597.0,2352.569,679.4949147999563
174,175000.0,1603.0,2347.923,698.1765715569379
175,176000.0,1611.0,2467.095,653.3799843697387
176,177000.0,1626.0,2490.13,648.0259401443742
177,178000.0,1627.0,2505.467,636.2917985570771
178,179000.0,1626.0,2488.034,636.7794821160619
179,180000.0,1625.0,2608.619,599.1846124851672
180,181000.0,1636.0,2580.876,627.8160037972909
181,182000.0,1650.0,2474.414,661.1430681811615
182,183000.0,1655.0,2527.738,645.8148305481998
183,184000.0,1665.0,2506.277,644.1742778712916
184,185000.0,1675.0,2510.866,669.457849340793
185,186000.0,1684.0,2637.634,575.6128751548214
186,187000.0,1695.0,2596.526,622.630493410016
187,188000.0,1699.0,2612.608,595.4719509229633
188,189000.0,1708.0,2567.687,618.6892976535153
189,190000.0,1716.0,2605.334,613.693700834545
190,191000.0,1728.0,2636.375,601.3023236068525
191,192000.0,1740.0,2568.416,622.9713612550742
192,193000.0,1757.0,2584.253,613.0555382597894
193,194000.0,1752.0,2652.919,577.2025211647988
194,195000.0,1765.0,2611.374,612.872001419546
195,196000.0,1783.0,2700.438,549.5392289509457
196,197000.0,1791.0,2723.71,525.151903643127
197,198000.0,1804.0,2667.715,576.3765728887669
198,199000.0,1812.0,2723.967,539.4767538189204
199,200000.0,1827.0,2737.638,532.8650363422242
200,201000.0,1834.0,2739.968,520.8775930830583
201,202000.0,1848.0,2701.069,555.4465376964736
202,203000.0,1851.0,2703.589,537.4497260944506
203,204000.0,1861.0,2694.917,541.2640650468124
204,205000.0,1871.0,2783.643,491.585149847918
205,206000.0,1868.0,2820.363,441.42668386834066
206,207000.0,1879.0,2846.912,401.5824775260992
207,208000.0,1894.0,2788.822,472.0184406524813
208,209000.0,1909.0,2786.496,482.09396592780536
209,210000.0,1923.0,2787.659,469.4011809944666
210,211000.0,1933.0,2817.913,431.38024923610027
211,212000.0,1937.0,2826.559,438.02741069366874
212,213000.0,1945.0,2818.143,438.92525622365366
213,214000.0,1957.0,2812.696,456.1557887213535
214,215000.0,1980.0,2798.146,471.1202083163065
215,216000.0,1992.0,2824.271,430.71540204524837
216,217000.0,2004.0,2821.463,447.9199109561887
217,218000.0,2010.0,2818.006,448.23064371370236
218,219000.0,2017.0,2798.565,461.9139181438464
219,220000.0,2026.0,2838.738,433.93557512146896
220,221000.0,2033.0,2820.528,437.1362089966925
221,222000.0,2027.0,2865.724,377.04619057086364
222,223000.0,2035.0,2815.488,453.397838389201
223,224000.0,2045.0,2831.574,428.8325856601851
224,225000.0,2059.0,2776.975,487.4133793557579
225,226000.0,2063.0,2716.964,541.7547901994037
226,227000.0,2070.0,2791.295,451.42848821823384
227,228000.0,2081.0,2777.434,493.8586049103528
228,229000.0,2088.0,2816.982,443.8710484769198
229,230000.0,2093.0,2752.247,505.9851835686496
230,231000.0,2103.0,2862.029,399.57956924622664
231,232000.0,2111.0,2900.01,336.1945387718248
232,233000.0,2119.0,2876.562,356.4042790932791
233,234000.0,2130.0,2898.252,343.8247002412712
234,235000.0,2139.0,2852.389,402.56606871295054
235,236000.0,2138.0,2900.702,333.09685858020333
236,237000.0,2147.0,2863.99,385.8207302621258
237,238000.0,2156.0,2859.59,373.05213295195085
238,239000.0,2162.0,2883.843,346.6965738956761
239,240000.0,2171.0,2891.436,350.1398433540519
240,241000.0,2175.0,2934.205,259.38445014109845
241,242000.0,2189.0,2889.049,339.5759217008768
242,243000.0,2197.0,2887.655,342.3860540019117
243,244000.0,2204.0,2903.201,318.71659291445746
244,245000.0,2199.0,2911.827,309.166720510148
245,246000.0,2203.0,2946.395,240.5490032716827
246,247000.0,2210.0,2903.928,345.0669222281382
247,248000.0,2223.0,2929.494,282.7357635036644
248,249000.0,2232.0,2914.985,309.5545037226885
249,250000.0,2242.0,2893.418,342.09785628676485
