,best time ,mean time for top 25%,standart deviation for top 25%,mean time for all,standart deviation for all
36,3000.0,3000.0,0.0,2121.78125,842.4018297543266
37,3000.0,3000.0,0.0,2080.890625,833.243129606905
38,3000.0,3000.0,0.0,2248.0078125,843.9761409551012
39,3000.0,3000.0,0.0,1975.2109375,868.6826921079245
40,3000.0,3000.0,0.0,2297.296875,876.3476172388639
41,3000.0,3000.0,0.0,2254.0625,797.2134746846356
42,3000.0,3000.0,0.0,2111.671875,788.6182052070471
43,3000.0,3000.0,0.0,2240.8046875,823.2049511151687
44,3000.0,3000.0,0.0,2333.359375,816.4212754299151
45,3000.0,3000.0,0.0,2130.53125,831.635539703804
46,3000.0,3000.0,0.0,2078.7421875,897.7214581066974
47,3000.0,3000.0,0.0,2220.8359375,836.5109997907954
48,3000.0,3000.0,0.0,2030.3203125,909.2838866175966
49,3000.0,3000.0,0.0,2055.4765625,868.7262313730854
50,3000.0,3000.0,0.0,2008.390625,877.6522324714439
51,3000.0,3000.0,0.0,2281.046875,801.8998813304155
52,3000.0,3000.0,0.0,2063.453125,848.9751621382892
53,3000.0,3000.0,0.0,2020.953125,808.5783517555577
54,3000.0,3000.0,0.0,2206.234375,879.6744291602203
55,3000.0,3000.0,0.0,2265.8125,816.5467755852999
56,3000.0,3000.0,0.0,2350.421875,826.0788552834919
57,3000.0,3000.0,0.0,2215.8359375,871.2471823604344
58,3000.0,3000.0,0.0,2329.2890625,810.7399027310615
59,3000.0,3000.0,0.0,2478.96875,698.6161872934505
60,3000.0,3000.0,0.0,2320.25,727.104123389491
61,3000.0,3000.0,0.0,2275.921875,840.6855796886755
62,3000.0,3000.0,0.0,2091.1953125,911.8869092659064
63,3000.0,3000.0,0.0,2057.8671875,962.9963360773186
64,3000.0,3000.0,0.0,1977.640625,990.1035909689498
65,3000.0,3000.0,0.0,1745.109375,951.5009954209767
66,3000.0,3000.0,0.0,2004.7265625,978.9079431537133
67,3000.0,3000.0,0.0,2553.96875,690.9465081671934
68,3000.0,3000.0,0.0,2282.46875,893.7423245955389
69,3000.0,3000.0,0.0,2309.078125,930.0256600070153
70,3000.0,3000.0,0.0,2346.7734375,837.5475006570873
71,3000.0,3000.0,0.0,2215.96875,925.9210021100274
72,3000.0,3000.0,0.0,2198.125,863.0129271917078
73,3000.0,3000.0,0.0,2172.1640625,895.3696319235962
74,3000.0,3000.0,0.0,2097.1015625,888.6999444399435
75,3000.0,3000.0,0.0,2436.859375,778.8146515536347
76,3000.0,3000.0,0.0,2103.6953125,924.7631838627808
77,3000.0,3000.0,0.0,2299.5078125,926.034404700476
78,3000.0,3000.0,0.0,2457.3984375,763.6343952999096
79,3000.0,3000.0,0.0,2242.796875,951.2592013301287
80,3000.0,3000.0,0.0,2412.5546875,804.4938996097344
81,3000.0,3000.0,0.0,2308.453125,850.3010023972301
82,3000.0,3000.0,0.0,2056.8828125,859.6765163883389
83,3000.0,3000.0,0.0,2060.8984375,904.8873966536161
84,3000.0,3000.0,0.0,2252.4765625,833.4470773244595
85,3000.0,3000.0,0.0,2216.78125,980.0115667166574
86,3000.0,3000.0,0.0,2062.3828125,999.329315099427
87,3000.0,3000.0,0.0,2269.9765625,907.4697521202476
88,3000.0,3000.0,0.0,2154.0546875,903.964759308557
89,3000.0,3000.0,0.0,1979.3046875,964.8472155491911
90,3000.0,3000.0,0.0,2336.671875,840.2435018100315
91,3000.0,3000.0,0.0,2142.046875,930.3832195943424
92,3000.0,3000.0,0.0,2143.21875,869.2166636681775
93,3000.0,3000.0,0.0,2171.09375,915.8135508720852
94,3000.0,3000.0,0.0,2393.75,811.3662667069664
95,3000.0,3000.0,0.0,2036.7265625,926.908510139719
96,3000.0,3000.0,0.0,2181.6484375,871.5904158297684
97,3000.0,3000.0,0.0,2568.5703125,683.948013873242
98,3000.0,3000.0,0.0,2383.1796875,862.2564369286566
99,3000.0,3000.0,0.0,2341.65625,873.6086566426283
100,3000.0,3000.0,0.0,2225.8359375,849.7233720576339
101,3000.0,3000.0,0.0,2202.40625,883.2279437302341
102,3000.0,3000.0,0.0,2385.515625,794.5949044990531
103,3000.0,3000.0,0.0,2460.015625,723.732361447144
104,3000.0,3000.0,0.0,2455.984375,731.1137157657893
105,3000.0,3000.0,0.0,2561.3515625,659.7019638376928
106,3000.0,3000.0,0.0,2238.421875,830.5401067356618
107,3000.0,3000.0,0.0,2510.8125,675.2377792998182
108,3000.0,3000.0,0.0,2356.15625,795.272883959297
109,3000.0,3000.0,0.0,2350.4296875,810.6558174904762
110,3000.0,3000.0,0.0,2425.1015625,785.4064616474444
111,3000.0,3000.0,0.0,2524.78125,749.6306479850177
112,3000.0,3000.0,0.0,2342.1796875,746.6861940600631
113,3000.0,3000.0,0.0,2358.859375,741.8166861493542
114,3000.0,3000.0,0.0,2216.234375,771.0648226273582
115,3000.0,3000.0,0.0,2491.8828125,727.5492854986456
116,3000.0,3000.0,0.0,2190.09375,789.7206135469287
117,3000.0,3000.0,0.0,2362.0234375,795.2259453376654
118,3000.0,3000.0,0.0,2512.9609375,696.234283960235
119,3000.0,3000.0,0.0,2246.28125,851.7612904437707
120,3000.0,3000.0,0.0,2025.421875,901.8980905687097
121,3000.0,3000.0,0.0,2332.3671875,875.1821227526531
122,3000.0,3000.0,0.0,2285.3203125,802.3144638870737
123,3000.0,3000.0,0.0,2182.8984375,861.785617553785
124,3000.0,3000.0,0.0,2125.7578125,913.0253346198641
125,3000.0,3000.0,0.0,2323.4375,799.7815106913575
126,3000.0,3000.0,0.0,2390.65625,807.967544961391
127,3000.0,3000.0,0.0,2365.0078125,769.8838233795179
128,3000.0,3000.0,0.0,2510.1171875,711.4731264809584
129,3000.0,3000.0,0.0,2428.2890625,831.421656640222
130,3000.0,3000.0,0.0,2071.40625,942.6095463318508
131,3000.0,3000.0,0.0,2408.125,838.9227560538575
132,3000.0,3000.0,0.0,2142.6640625,939.5361661258688
133,3000.0,3000.0,0.0,2193.84375,909.4955284172306
134,3000.0,3000.0,0.0,1941.7109375,941.0865159513078
135,3000.0,3000.0,0.0,2299.5546875,936.5205367525463
136,3000.0,3000.0,0.0,2281.5859375,880.4949471687762
137,3000.0,3000.0,0.0,2225.59375,827.4101767478676
138,3000.0,3000.0,0.0,2356.6953125,796.4184727440891
139,3000.0,3000.0,0.0,2328.7890625,898.7096970478682
140,3000.0,3000.0,0.0,1962.5703125,929.7771547828826
141,3000.0,3000.0,0.0,1952.625,984.8218747570547
142,3000.0,3000.0,0.0,2102.5078125,958.8465319403126
143,3000.0,3000.0,0.0,2255.3828125,830.4315154737866
144,3000.0,3000.0,0.0,2161.7578125,834.2769487902173
145,3000.0,3000.0,0.0,2270.015625,890.0764537419577
146,3000.0,3000.0,0.0,1910.984375,933.2616944784884
147,3000.0,3000.0,0.0,1989.453125,931.3166826744458
148,3000.0,3000.0,0.0,2018.0078125,937.6051315727026
149,3000.0,3000.0,0.0,2046.8828125,933.7657346490017
150,3000.0,3000.0,0.0,1640.0703125,944.1586547655285
151,3000.0,3000.0,0.0,1893.8203125,945.454044639348
152,3000.0,3000.0,0.0,1564.0390625,923.6972278764406
153,3000.0,3000.0,0.0,2080.71875,929.975066345027
154,3000.0,3000.0,0.0,1943.5078125,898.3564593545063
155,3000.0,3000.0,0.0,1748.3671875,880.8620765964669
156,3000.0,3000.0,0.0,1931.7109375,917.7266081902447
157,3000.0,3000.0,0.0,2267.359375,910.6243199583511
158,3000.0,3000.0,0.0,1907.234375,995.9082811400654
159,3000.0,3000.0,0.0,2090.8125,980.1273813100775
160,3000.0,3000.0,0.0,2168.9140625,910.2217623619235
161,3000.0,3000.0,0.0,1904.0,957.233122076331
